author,ID,citation,title,year,source,doi,link,remarks
Meyrick E.,7512,"Meyrick E., 1883a, Notes on Hawaiian Micro-Lepidoptera. vol 20 issue  pages 31–36",Notes on Hawaiian Micro-Lepidoptera.,1883,,,https://www.biodiversitylibrary.org/page/9267697,
Vuattoux R.,7513,"Vuattoux R., 1986, Argema mittrei Guérin-Méneville: une espèce de plus en plus élevée (Lep. Saturniidae). vol 49 issue  pages 24",Argema mittrei Guérin-Méneville: une espèce de plus en plus élevée (Lep. Saturniidae).,1986,,,,
Yakovlev R. V. & Witt T. J.,7514,"Yakovlev R. V. & Witt T. J., 2016c, Azygophleps brehmi Yakovlev & Witt, sp. n. – a new Carpenter-Moth (Lepidoptera, Cossidae) from Ethiopia. vol 25 (2015) issue 1 pages 71–73","Azygophleps brehmi Yakovlev & Witt, sp. n. – a new Carpenter-Moth (Lepidoptera, Cossidae) from Ethiopia.",2016,,,,
Yakovlev R. V. & Witt T. J.,7515,"Yakovlev R. V. & Witt T. J., 2016d, Politzariella fontainei – new Cossidae (Lepidoptera) species from Congo. vol 6 issue 3 pages 154–156",Politzariella fontainei – new Cossidae (Lepidoptera) species from Congo.,2016,,,,
Yakovlev R. V. & Witt T. J.,7516,"Yakovlev R. V. & Witt T. J., 2016e, Carpenter-Moths (Lepidoptera: Cossidae) of Swaziland, South Africa. vol 311 issue  pages 9–12","Carpenter-Moths (Lepidoptera: Cossidae) of Swaziland, South Africa.",2016,,,,
"Dejean A., Orivel J., Azémar F., Hérault B. & Corbara B.",7517,"Dejean A., Orivel J., Azémar F., Hérault B. & Corbara B., 2016, A cuckoo-like parasitic moths leads African weaver ant colonies to their ruin. vol 6 issue 23778 pages 1–9",A cuckoo-like parasitic moths leads African weaver ant colonies to their ruin.,2016,,,,
"Muru D., Madl M., Jacquot M. & Deguine J.-Ph.",7518,"Muru D., Madl M., Jacquot M. & Deguine J.-Ph., 2017, A literature-base review of Hymenoptera Parasitica and Chrysidoidea from Reunion Island. vol 652 issue  pages 55–128",A literature-base review of Hymenoptera Parasitica and Chrysidoidea from Reunion Island.,2017,,,,
Karisch T.,7519,"Karisch T., 2017, Zur Kenntnis der Gattung Hypomecis Hübner, 1821 in Ostafrika (Lepidoptera: Geometridae: Ennominae). vol 38 issue 3 pages 29–48","Zur Kenntnis der Gattung Hypomecis Hübner, 1821 in Ostafrika (Lepidoptera: Geometridae: Ennominae).",2017,,,https://www.zobodat.at/pdf/ENT_0038_0029-0048.pdf,
Schintlmeister A.,7520,"Schintlmeister A., 2017, On the genera Simesia Kiriakoff, 1955 and Parasimesia nov. gen. with description of two new species (Lepidoptera: Notodontidae). vol 38 issue 15 pages 325–340","On the genera Simesia Kiriakoff, 1955 and Parasimesia nov. gen. with description of two new species (Lepidoptera: Notodontidae).",2017,,,https://www.zobodat.at/pdf/ENT_0038_0325-0340.pdf,
Hofmann A.,7521,"Hofmann A., 2017a, Studies on Afrotropical Zygaenidae I: On the identity of Sphinx caffra Linnaeus, 1764, and some other taxa that are currently placed in the genus Neurosymploca Wallengren, 1858, s.l. (Lepidoptera, Zygaenidae). vol 38 issue 14 pages 313–324","Studies on Afrotropical Zygaenidae I: On the identity of Sphinx caffra Linnaeus, 1764, and some other taxa that are currently placed in the genus Neurosymploca Wallengren, 1858, s.l. (Lepidoptera, Zygaenidae).",2017,,,https://www.zobodat.at/pdf/ENT_0038_0313-0324.pdf,
Hofmann A.,7522,"Hofmann A., 2017b, Studies on Afrotropical Zygaenidae II: New taxa of the genus Neurosymploca Wallengren, 1858, s.l. (Lepidoptera, Zygaenidae). vol 38 issue 16 pages 341–368","Studies on Afrotropical Zygaenidae II: New taxa of the genus Neurosymploca Wallengren, 1858, s.l. (Lepidoptera, Zygaenidae).",2017,,,https://www.zobodat.at/pdf/ENT_0038_0341-0368.pdf,
Hofmann A.,7523,"Hofmann A., 2007, Über das zygaenologische Vermächtnis und den Verbleib des entomologischen Nachlasses von Prof. Dr. Clas M. Naumann (1939–2004). vol 117 issue 5 pages 203–224",Über das zygaenologische Vermächtnis und den Verbleib des entomologischen Nachlasses von Prof. Dr. Clas M. Naumann (1939–2004).,2007,,,,
Eitschberger U. & Ströhle M.,7524,"Eitschberger U. & Ströhle M., 2011, Der Artkomplex von Lophostethus dumolinii (Angas, [1849]) im vergleich mit Lophostethus negus Jordan, 1926. vol 67 issue  pages 121–255","Der Artkomplex von Lophostethus dumolinii (Angas, [1849]) im vergleich mit Lophostethus negus Jordan, 1926.",2011,,,http://www.zobodat.at/pdf/Neue-Entomologische-Nachrichten_67_0121-0255.pdf,
Gorbunov O. G.,7525,"Gorbunov O. G., 2017, On the taxonomy and morphology of Leuthneria ruficincta (Lepidoptera: Sesiidae). vol 4244 issue 1 pages 127–136",On the taxonomy and morphology of Leuthneria ruficincta (Lepidoptera: Sesiidae).,2017,,,,
Pierre J.,7933,"Pierre J., 2002, Cephonodes santome, un nouveau Sphinx de l'île de São Tomé (Lepidoptera, Sphingidae). vol 24 issue 1 pages 18","Cephonodes santome, un nouveau Sphinx de l'île de São Tomé (Lepidoptera, Sphingidae).",2002,,,,
de Freina J. J. & Schellhorn S.,7526,"de Freina J. J. & Schellhorn S., 2017, Über die Biologie, Morphologie, Verbreitung, Phänologie und Taxonomie von Amata kuhlweinii (Lefèbvre, 1832) (Lepidoptera: Erebidae, Arctiinae, Syntomini). vol 127 issue 1 pages 43–52","Über die Biologie, Morphologie, Verbreitung, Phänologie und Taxonomie von Amata kuhlweinii (Lefèbvre, 1832) (Lepidoptera: Erebidae, Arctiinae, Syntomini).",2017,,,,
de Freina J. J.,7527,"de Freina J. J., 2017a, Beschreibung der Amata schellhorni sp. n. aus den Nordprovinzen Südafrikas und Anmerkungen zur Tribus Syntomini im südlichen Afrika (Lepidoptera: Erebidae, Arctiinae, Syntomini). vol 37 issue 4 pages 161–166","Beschreibung der Amata schellhorni sp. n. aus den Nordprovinzen Südafrikas und Anmerkungen zur Tribus Syntomini im südlichen Afrika (Lepidoptera: Erebidae, Arctiinae, Syntomini).",2017,,,https://www.zobodat.at/pdf/NEVA_37_0161-0166.pdf,
Dubatolov V. V.,7528,"Dubatolov V. V., 2016, Parachelonia murphyi, a new species of Afrotropical Nyctemerini (Lepidoptera, Arctiidae, Arctiinae) from Malawi (East Africa). vol 15 issue 4 pages 304–308","Parachelonia murphyi, a new species of Afrotropical Nyctemerini (Lepidoptera, Arctiidae, Arctiinae) from Malawi (East Africa).",2016,,,,
Krüger M.,7529,"Krüger M., 2017a, Henicovalva gen. n., a new genus of predominantly Afrotropical Ennominae with unusually complex genitalia (Lepidoptera: Geometridae). vol 25 issue 1 pages 42–61","Henicovalva gen. n., a new genus of predominantly Afrotropical Ennominae with unusually complex genitalia (Lepidoptera: Geometridae).",2017,,,,
Krüger M.,7530,"Krüger M., 2017b, Revision of the genera Lysceia Walker and Pasteosia Hampson (Lepidoptera: Erebidae: Arctiinae: Lithosiini). vol 7 issue  pages 8–96",Revision of the genera Lysceia Walker and Pasteosia Hampson (Lepidoptera: Erebidae: Arctiinae: Lithosiini).,2017,,,,
Ustjuzhanin P. Y. & Kovtunovich V. N.,7531,"Ustjuzhanin P. Y. & Kovtunovich V. N., 2016c, Two new species of the many-plumed moth genus Alucita Linnaeus (Lepidoptera, Alucitidae) from Madagascar. vol 96 issue 8 pages 1115–1118","Two new species of the many-plumed moth genus Alucita Linnaeus (Lepidoptera, Alucitidae) from Madagascar.",2016,,,,
"Ustjuzhanin P. Y., Kovtunovich V. N. & Sáfián Sz.",7532,"Ustjuzhanin P. Y., Kovtunovich V. N. & Sáfián Sz., 2017, New data on the Pterophoridae fauna of Liberia (Lepidoptera: Pterophoridae). vol 4247 issue 2 pages 194–200",New data on the Pterophoridae fauna of Liberia (Lepidoptera: Pterophoridae).,2017,,,,
Turati E.,7533,"Turati E., 1923b, Cinque anni di ricerche nell' Appennino Modenese. (Note di lepidotterologia). Elenco dei lepidotteri raccolti e note critiche e descrittive. vol 62 issue  pages 4–74, pls A, B",Cinque anni di ricerche nell' Appennino Modenese. (Note di lepidotterologia). Elenco dei lepidotteri raccolti e note critiche e descrittive.,1923,,,https://www.biodiversitylibrary.org/page/57811071,
Donovan E.,7534,"Donovan E., 1801, The natural history of British insects; explaining them in their several states, with the periods of their transformations, their food, oeconomy, &c. together with the history of such minute insects as require investigation by the microscope. vol 10 issue  pages miscellaneous page numbers, pls 325–360","The natural history of British insects; explaining them in their several states, with the periods of their transformations, their food, oeconomy, &c. together with the history of such minute insects as require investigation by the microscope.",1801,,,https://www.biodiversitylibrary.org/page/27289754,
Schultz O.,7535,"Schultz O., 1904, Ueber einige gynandromorphe und aberrative Sphingiden (Schluss). vol 17 issue 19 pages 73–74",Ueber einige gynandromorphe und aberrative Sphingiden (Schluss).,1904,,,https://www.biodiversitylibrary.org/page/30980402,
Rebel H.,7536,"Rebel H., 1908, Zwei neue Aberrationen. vol 58 issue  pages 270–271",Zwei neue Aberrationen.,1908,,,https://www.biodiversitylibrary.org/page/13250062,
Schmidt A. M.,7537,"Schmidt A. M., 1914, Neue interessante Aberrationen. vol 28 issue 3 pages 16",Neue interessante Aberrationen.,1914,,,https://www.biodiversitylibrary.org/page/31132571,
Herbulot C.,7538,"Herbulot C., 1995a, Dix nouveaux Ennominae d'Afrique et d'Indonesie (Lepidoptera Geometridae). vol 25 issue 3 pages 55–58",Dix nouveaux Ennominae d'Afrique et d'Indonesie (Lepidoptera Geometridae).,1995,,,,
Kiriakoff S. G.,7539,"Kiriakoff S. G., 1975c, Agaristidae (Lepidoptera: Noctuoidea) nouveaux africains. vol 111 issue  pages 197–203",Agaristidae (Lepidoptera: Noctuoidea) nouveaux africains.,1975,,,,
Fletcher D. S.,7540,"Fletcher D. S., 1963c, Macrolepidoptera collected by the Gough Island Scientific Survey 1955–56. vol 32 issue 1–2 pages 17–19",Macrolepidoptera collected by the Gough Island Scientific Survey 1955–56.,1963,,,,
Tutt J. W.,7541,"Tutt J. W., 1892, The British noctuae and their varieties. vol 4 issue  pages i–xxviii, 1–144",The British noctuae and their varieties.,1892,,,https://www.biodiversitylibrary.org/page/23160206,
Caspari W.,7542,"Caspari W., 1899, Uber Agrotis saucia Hbn. und deren neue Aberration: ab. Philippsi Casp. vol 52 issue  pages 185–201, pl. 4",Uber Agrotis saucia Hbn. und deren neue Aberration: ab. Philippsi Casp.,1899,,,https://www.biodiversitylibrary.org/page/7130933,
Schawerda K.,7543,"Schawerda K., 1929a, Meine vierte Lepidopteren-Ausbeute aus dem Hochgebirge Korsikas. Schluß. vol 14 issue 6 pages 57–61",Meine vierte Lepidopteren-Ausbeute aus dem Hochgebirge Korsikas. Schluß.,1929,,,http://www.zobodat.at/pdf/ZOEV_14_0057-0061.pdf,
Dannehl F.,7544,"Dannehl F., 1929, Neue Formen und geographische Rassen aus meinen Ausbeuten und Erwerbungen der letzten Jahren. vol 19 issue 5–9 pages 97–116",Neue Formen und geographische Rassen aus meinen Ausbeuten und Erwerbungen der letzten Jahren.,1929,,,https://www.biodiversitylibrary.org/page/30138914,
Austaut J. L.,7545,"Austaut J. L., 1880a, Lépidoptères nouveaux d'Algérie. vol 2 issue 20 pages 156",Lépidoptères nouveaux d'Algérie.,1880,,,https://www.biodiversitylibrary.org/page/33928563,
Wiltshire E. P.,7546,"Wiltshire E. P., 1987, Middle East Lepidoptera 48: Eremophysa jabaliya sp. n., a further discovery from Northern Oman (Lepidoptera, Noctuidae). vol 29 issue 8 pages 441–446","Middle East Lepidoptera 48: Eremophysa jabaliya sp. n., a further discovery from Northern Oman (Lepidoptera, Noctuidae).",1987,,,http://www.zobodat.at/pdf/ENT_0008_0441-0446.pdf,
Herbulot C.,7547,"Herbulot C., 1955c, Description de nouveaux genres et de nouvelles espèces de Geometridae de Madagascar. – In: Paulian R. & Viette P., Essai d'un catalogue biologique des Lepidoptères Hétérocères des environs de Tananarive. vol (E) 6 issue  pages 191–194","Description de nouveaux genres et de nouvelles espèces de Geometridae de Madagascar. – In: Paulian R. & Viette P., Essai d'un catalogue biologique des Lepidoptères Hétérocères des environs de Tananarive.",1955,,,,
Herbulot C.,7548,"Herbulot C., 1964b, Les noms de genres de Geometridae employés par Hübner dans son Systematisch-alphabetisches Verzeichniss. vol 62 issue 7–10 pages 53–57",Les noms de genres de Geometridae employés par Hübner dans son Systematisch-alphabetisches Verzeichniss.,1964,,,,
Herbulot C.,7549,"Herbulot C., 1976a, Note sur les Melanophia, Pherotesia et Melanotesia (Lepidoptera Geometridae Ennominae). vol 6 issue 1 pages 91–96","Note sur les Melanophia, Pherotesia et Melanotesia (Lepidoptera Geometridae Ennominae).",1976,,,,
Herbulot C.,7551,"Herbulot C., 1980b, Un nouveau Lobocraspeda (Lepidoptera Geometridae Ennominae). vol 10 issue  pages 41–42",Un nouveau Lobocraspeda (Lepidoptera Geometridae Ennominae).,1980,,,,
Herbulot C.,7552,"Herbulot C., 1986a, Trois nouveaux Luxiaria africains (Lepidoptera Geometridae). vol 16 issue  pages 33–35",Trois nouveaux Luxiaria africains (Lepidoptera Geometridae).,1986,,,,
Herbulot C.,7553,"Herbulot C., 1987b, Trois nouveaux Ennominae du Cameroun, du Congo et du Népal (Lepidoptera Geometridae). vol 17 issue 1 pages 1–4","Trois nouveaux Ennominae du Cameroun, du Congo et du Népal (Lepidoptera Geometridae).",1987,,,,
Herbulot C.,7554,"Herbulot C., 1987c, Les types de Lépidoptères Gémométrides décrits ou figurés par Pierre Rambur. vol 51 issue  pages 33–40",Les types de Lépidoptères Gémométrides décrits ou figurés par Pierre Rambur.,1987,,,,
Herbulot C.,7555,"Herbulot C., 1991c, Un nouveau Racotis africain (Lepidoptera Geometridae). vol 21 issue 1 pages 16",Un nouveau Racotis africain (Lepidoptera Geometridae).,1991,,,,
Herbulot C.,7556,"Herbulot C., 1991d, Trois nouveaux Larentiinae du Malawi (Lepidoptera Geometrinae). vol 7 issue 3 pages 133–136",Trois nouveaux Larentiinae du Malawi (Lepidoptera Geometrinae).,1991,,,,
Herbulot C.,7557,"Herbulot C., 1996b, Deux nouveaux Menophra africains (Lepidoptera Geometridae). vol 26 issue 4–6 pages 21–24",Deux nouveaux Menophra africains (Lepidoptera Geometridae).,1996,,,,
Herbulot C.,7558,"Herbulot C., 1997a, Cinq nouveaux Larentiinae africains (Lepidoptera Geometridae). vol 27 issue 4–6 pages 31–32",Cinq nouveaux Larentiinae africains (Lepidoptera Geometridae).,1997,,,,
Herbulot C.,7560,"Herbulot C., 2002, Huit nouveaux Geometridae d'Amérique du Sud, d'Afrique centrale et orientale et d'Asie du Sud-est (Lepidoptera). vol 102 issue 4 pages 451–458","Huit nouveaux Geometridae d'Amérique du Sud, d'Afrique centrale et orientale et d'Asie du Sud-est (Lepidoptera).",2002,,,,
Lienig F. & Zeller P. C.,7561,"Lienig F. & Zeller P. C., 1846, Lepidopterologische Faune von Lievland und Curland. vol 1846 issue  pages 176–302",Lepidopterologische Faune von Lievland und Curland.,1846,,,https://www.biodiversitylibrary.org/page/13234252,
Turner A. J.,7563,"Turner A. J., 1946, Contributions to our knowledge of the Australian Tortricidae (Lepidoptera). Part II. vol 70 issue  pages 189–220",Contributions to our knowledge of the Australian Tortricidae (Lepidoptera). Part II.,1946,,,https://www.biodiversitylibrary.org/page/41564225,
Gorbunov O. G. & Gurko V. O.,7564,"Gorbunov O. G. & Gurko V. O., 2017, A new genus and species of clearwing moths (Lepidoptera: Sesiidae) from South Sudan. vol 4276 issue 2 pages 270–276",A new genus and species of clearwing moths (Lepidoptera: Sesiidae) from South Sudan.,2017,,,,
Bowden J.,7600,"Bowden J., 1954, The stem-borer problem in tropical cereal crops. vol  issue  pages 1–344; chapter pagination 104–110",The stem-borer problem in tropical cereal crops.,1954,,,,
"Baron T., Akite, P., Barnett M., Collins S. C., Dobson J., Fric Z. F., Henning G., Kühne L., Mey W., Ochse M., Przybyłowicz Ł., Sáfián Sz., Schutte R., Sele H. & Ward P.",7565,"Baron T., Akite, P., Barnett M., Collins S. C., Dobson J., Fric Z. F., Henning G., Kühne L., Mey W., Ochse M., Przybyłowicz Ł., Sáfián Sz., Schutte R., Sele H. & Ward P., 2017, The second Afrotropical Workshop in Uganda – A contribution to the Lepidoptera fauna of Kibale National Park and the Mpanga Forest Reserve. vol 127 issue 2 pages 77–105",The second Afrotropical Workshop in Uganda – A contribution to the Lepidoptera fauna of Kibale National Park and the Mpanga Forest Reserve.,2017,,,,
Pierre J.,7749,"Pierre J., 2004, Révision du genre Neopolyptychus (Lepidoptera, Sphingidae). vol 109 issue 2 pages 155–168","Révision du genre Neopolyptychus (Lepidoptera, Sphingidae).",2004,,,https://www.persee.fr/doc/bsef_0037-928x_2004_num_109_2_16100,
"Le Ru B. P., Capdevielle-Dulac C., Musyoka B. K., Pallangyo B., Njaku M., Goftishu M., Assefa Y., Sezonlin M., Ong’amo G. & Kergoat G. J.",7566,"Le Ru B. P., Capdevielle-Dulac C., Musyoka B. K., Pallangyo B., Njaku M., Goftishu M., Assefa Y., Sezonlin M., Ong’amo G. & Kergoat G. J., 2017a, Phylogeny and systematics of the Acrapex apicestriata (Bethune-Baker, 1911) species complex (Lepidoptera, Noctuidae, Noctuinae, Apameini, Sesamiina) with the description of eight new species from the Afrotropics. vol 53 issue 2 pages 106–130","Phylogeny and systematics of the Acrapex apicestriata (Bethune-Baker, 1911) species complex (Lepidoptera, Noctuidae, Noctuinae, Apameini, Sesamiina) with the description of eight new species from the Afrotropics.",2017,,,,
